EventID,PageNumber,PageEventEnds,OrderWithinPage,Chronological Order,NarrativeStatus,StartDate,EndDate,Era,Summary,LocationID,PresentMentioned,CharacterName,Race,Gender,Class,Rank,LocationTitle,X,Y,new_y,narrator,begin_word,end_word,event_sentence,event_words,chapter
15933,192,193,192.01,539,Narrated,1910-01-13,1910-01-13,Turn of the Century (1890-1913),<p>The next installment in Sutpen's story opens by returning to the dorm room where Quentin is retelling it.  [SOURCE: Narrator]</p>,AA289,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Harvard University,2571,831,-831, Narrator,he went to the west indies quentin had not moved,that was how he said it he and grandfather,he went to the west indies quentin had not moved not even to raise his head from its attitude of brooding bemusement upon the open letter which lay on the open textbook his hands lying on the table before him on either side of the book and the letter one half of which slanted upward from the transverse crease without support as if it had learned half the secret of levitation,71,7
15934,193,193,193.01,68,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>The narrative relocates the story Sutpen is telling Grandfather about his earlier life in the context where he told it: the pursuit of a man - the French architect - running away from captivity.  [SOURCE: Grandfather, Quentin]</p>",AA1116,Mentioned,French Architect,White,Male,Middle Class,Minor,Downed Log in Woods,1285,209,-209," Grandfather, Quentin",that was how he said it he and grandfather,he went to the west indies that's how he said it,that was how he said it he and grandfather were sitting on a log now because the dogs had faulted that is they had treed a tree from which he the architect could not have escaped yet which he had undoubtedly mounted because they found the sapling pole with his suspenders still knotted about one end of it that he had used to climb the tree though at first they could not understand why the suspenders and it was three hours before they comprehended that the architect had used architecture physics to elude them as a man always falls back upon what he knows best in a crisis the murderer upon murder the thief thieving the liar lying he the architect knew about the wild negroes even if he couldn't have known that sutpen would get dogs he had chosen that tree and hauled that pole up after him and calculated stress and distance and trajectory and had crossed a gap to the next nearest tree that a flying squirrel could not have crossed and traveled from there on from tree to tree for almost half a mile before he put foot on the ground again it was three hours before one of the wild niggers the dogs wouldn't leave the tree they said he was in it found where he had come down so he and grandfather sat on the log and talked and one of the wild niggers went back to camp for grub and the rest of the whiskey and they blew the other men in with horns and they ate and he told grandfather some more of it while they waited,275,7
15935,193,193,193.02,18,Told,1823-01-01,1823-12-31,Pre-Removal (-1830),"<p>Sutpen leaves for the West Indies, presumably as a crewman on a ship bound for an island.  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Thomas Sutpen,White,Male,Upper Class,Major,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",he went to the west indies that's how he said it,saying it just like that day thirty years later,he went to the west indies that's how he said it not how he managed to find where the west indies were nor where ships departed from to go there nor how he got to where the ships were and got in one nor how he liked the sea nor about the hardships of a sailor's life and it must have been hardship indeed for him a boy of fourteen or fifteen who had never seen the ocean before going to sea in 1823 he just said so i went to the west indies sitting there on the log with grandfather while the dogs still bayed the tree where they believed the architect was because he would have to be there,121,7
15936,193,194,193.03,334,Told,1864-11-01,1864-11-30,Civil War (1861-1865),"<p>The narrative leaps ahead to the next time Sutpen talked to Grandfather about his life - not 1834 in the woods, but ""thirty years later"": 1864 in Grandfather's office (195).  [SOURCE: Grandfather, Quentin]</p>",AA1113,Present,General Compson,White,Male,Upper Class,Secondary,General Compson's|Mr. Compson's Office,1320,837,-837," Grandfather, Quentin",saying it just like that day thirty years later,just told grandfather how he had put his first wife,saying it just like that day thirty years later when he sat in grandfather's office in his fine clothes now even though they were a little soiled and worn with three years of war with money to rattle in his pocket and his beard at its prime too beard body and intellect at that peak which all the different parts that make a man reach where he can say i did all that i set out to do and i could stop here if i wanted to and no man to chide me with sloth not even myself and maybe this the instant which fate always picks out to blackjack you only the peak feels so sound and stable that the beginning of the falling is hidden for a little while with his head flung up a little in that attitude that nobody ever knew exactly who he had aped it from or if he did not perhaps learn it too from the same book out of which he taught himself the words the bombastic phrases with which grandfather said he even asked you for a match for his cigar or offered you the cigar and nothing of vanity nothing comic in it either grandfather said because of that innocence which he had never lost because after it finally told him what to do that night he forgot about it and didn't know that he still had it and told grandfather told him mind not excusing asking for no pity not explaining asking for no exculpation,256,7
15937,194,194,194.01,36,Told,1831-01-01,1832-12-31,Antebellum (1831-1860),"<p>Sutpen ""put his first wife aside"" because he realized she could not be part of ""the design which I had in mind"" (194).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Mentioned,General Compson,White,Male,Upper Class,Secondary,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",just told grandfather how he had put his first wife,telling grandfather in that same tone while they sat,just told grandfather how he had put his first wife aside like eleventh and twelfth century kings did i found that she was not and could never be through no fault of her own adjunctive or incremental to the design which i had in mind so i provided for her and put her aside,54,7
15938,194,194,194.02,69,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>The narrative makes its way back to Sutpen's earlier life by re-establishing the scene in which he told it to Grandfather: the chase of the fugitive architect.    [SOURCE: Grandfather, Quentin]</p>",AA1116,Present,General Compson,White,Male,Upper Class,Secondary,Downed Log in Woods,1285,209,-209," Grandfather, Quentin",telling grandfather in that same tone while they sat,so i went to the west indies i had had,telling grandfather in that same tone while they sat on the log waiting for the niggers to come back with the other guests and the whiskey,26,7
15939,194,195,194.03,8,Told,1819-11-01,1820-02-28,Pre-Removal (-1830),"<p>For ""three months one winter"" Sutpen attended school, which is how he heard about the West Indies (194).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,Thomas Sutpen's Mother,White,Female,Poor White,Minor,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",so i went to the west indies i had had,i remember how i remained one afternoon when school,so i went to the west indies i had had some schooling during a part of one winter enough to have learned something about them to realise that they would be most suitable to the expediency of my requirements he didn't remember how he came to go to the school that is why his father decided all of a sudden to send him what nebulous vision or shape might have evolved out of the fog of alcohol and nigger beating and scheming to avoid work which his old man called his mind the image not of ambition nor glory not to see his son better himself for his own sake probably not even some blind instant of revolt against that same house whose roof had leaked on probably a hundred families like his which had come and lived beneath it and vanished and left no trace nothing not even rags and broken crockery but was probably mere vindictive envy toward one or two men planters whom he had to see every now and then anyway he was sent to school for about three months one winter an adolescent boy of thirteen or fourteen in a room full of children three or four years younger than he and three or four years further advanced and he not only probably bigger than the teacher the kind of teacher that would be teaching a one room country school in a nest of tidewater plantations but a good deal more of a man who probably brought into the school with him along with his sober watchful mountain reserve a good deal of latent insubordination that he would not be aware of any more than he would be aware at first that the teacher was afraid of him it would not be intractability and maybe you couldn't call it pride either but maybe just the self reliance of mountains and solitude since some of his blood at least his mother was a mountain woman a scottish woman who so he told grandfather never did quite learn to speak english had been bred in mountains but which whatever it was was that which forbade him to condescend to memorise dry sums and such but which did permit him to listen when the teacher read aloud sent to school where he told grandfather i learned little save that most of the deeds good and bad both incurring opprobrium or plaudits or reward either within the scope of man's abilities had already been performed and were to be learned about only from books so i listened when he would read to us i realise now that on most of these occasions he resorted to reading aloud only when he saw that the moment had come when his entire school was on the point of rising and leaving the room but whatever the reason he read to us and i anyway listened though i did not know that in that listening i was equipping myself better for what i should later design to do than if i had learned all the addition and subtraction in the book that was how i learned of the west indies not where they were though if i had known at the time that that knowledge would someday serve me i would have learned that too what i learned was that there was a place called the west indies to which poor men went in ships and became rich it didn't matter how so long as that man was clever and courageous the latter of which i believed that i possessed the former of which i believed that if it were to be learned by energy and will in the school of endeavor and experience i should learn,624,7
15940,195,196,195.01,9,Told,1819-11-02,1820-02-28,Pre-Removal (-1830),"<p>One day after school Sutpen questions the teacher directly about the West Indies.  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Present,Thomas Sutpen,White,Male,Upper Class,Major,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",i remember how i remained one afternoon when school,so when the time came when i realised that,i remember how i remained one afternoon when school was out and waited for the teacher waylaid him he was a smallish man who always looked dusty as if he had been born and lived all his life in attics and store rooms and stepped out i recall how he started back when he saw me and how i thought at the time that if i were to strike him there would be no resulting outcry but merely the sound of the blow and a puff of dust in the air as when you strike a rug hanging from a line i asked him if it were true if what he had read us about the men who got rich in the west indies were true why not he answered starting back didn't you hear me read it from the book how do i know that what you read was in the book i said i was that green that countrified you see i had not then learned to read my own name although i had been attending the school for almost three months i daresay i knew no more than i did when i entered the schoolroom for the first time but i had to know you see perhaps a man builds for his future in more ways than one builds not only toward the body which will be his tomorrow or next year but toward actions and the subsequent irrevocable courses of resultant action which his weak senses and intellect cannot foresee but which ten or twenty or thirty years from now he will take will have to take in order to survive the act perhaps it was that instinct and not i who grasped one of his arms as he drew back i did not actually doubt him i think that even then even at my age i realised that he could not have invented it that he lacked that something which is necessary in a man to enable him to fool even a child by lying but you see i had to be sure had to take whatever method that came to my hand to make sure and there was nothing else to hand except him glaring at me and beginning to struggle and i holding him and saying i was quite calm quite calm i just had to know saying suppose i went there and found out that it was not so and he shrieking now shouting help help so that i let him go,420,7
15941,196,196,196.01,16,Told,1820-03-02,1820-12-31,Pre-Removal (-1830),"<p>When Sutpen realizes he would need money to achieve his design, he remembers what he had learned about the West Indies, and decides to go there.  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,Unnamed School Teacher,White,Male,Lower Class,Minor,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",so when the time came when i realised that,then the other guests began to ride up and,so when the time came when i realised that to accomplish my design i should need first of all and above all things money in considerable quantities and in the quite immediate future i remembered what he had read to us and i went to the west indies,48,7
15942,196,197,196.02,70,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>Sutpen stops telling his story as the other ""guests"" and his slaves come into camp by the tree where the dogs lost the trail of the architect; Grandfather speculates about whether Sutpen is reliving the voyage to the West Indies in his mind (196).  [SOURCE: Grandfather, Quentin]</p>",AA1116,Mentioned,French Architect,White,Male,Middle Class,Minor,Downed Log in Woods,1285,209,-209," Grandfather, Quentin",then the other guests began to ride up and,he said there it is and got up and they all,then the other guests began to ride up and after a while the niggers came back with the coffee pot and a deer haunch and the whiskey and one bottle of champagne which they had overlooked grandfather said and he stopped talking for a while he didn't tell anymore of it until they had eaten and were sitting around smoking while the niggers and the dogs they had to drag the dogs away from the tree but especially away from the sapling pole with the architect's suspenders tied to it as if it was not only that the pole was the last thing the architect had touched but it was the thing his exultation had touched when he saw another chance to elude them and so it was not only the man but the exultation too which the dogs smelled that made them wild made casts in all directions getting further and further away until just before sundown one of the niggers whooped and he he hadn't spoken for some time grandfather said lying there on one elbow in the fine boots and the only pants he had and the shirt he had put on when he came out of the mud and washed himself off after he realised that he would have to hunt the architect down himself if he wanted him back alive probably not talking himself and maybe not even listening while the men talked about cotton and politics just smoking the cigar grandfather had given him and looking at the fire embers and maybe making that west indian voyage again that he had made when he was fourteen and didn't even know where he was going or if he would ever get there or not no more way of knowing whether the men who said the ship was going there were lying or not than he had of knowing whether or not the school teacher was telling the truth about what was in the book and he never told whether the voyage was hard or not how much he must have had to endure to make it which of course he did have to endure but then he believed that all necessary was courage and shrewdness and the one he knew he had and the other he believed he could learn if it were to be taught and it probably the hardship of the voyage which comforted him that the men who said the ship was going to the west indies had not lied to him because at that time grandfather said he probably could not have believed in anything that was easy,437,7
15943,197,198,197.01,71,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>The architect's track is found again, and the pursuit continues ""until the light failed"" (197).  [SOURCE: Grandfather, Quentin]</p>",AA1116,Present,General Compson,White,Male,Upper Class,Secondary,Downed Log in Woods,1285,209,-209," Grandfather, Quentin",he said there it is and got up and they all,and he said how sutpen was talking about it,he said there it is and got up and they all went on and found where the architect had come back to the ground again with a gain of almost three hours so they had to go fast now and there wasn't much time to talk or at least grandfather said he did not appear to intend to resume then the sun went down and the other men had to start back to town they all went except grandfather because he wanted to listen some more so he sent word in by one of the others he was not married then either that he would not be home and he and sutpen went on until the light failed two of the niggers they were thirteen miles from sutpen's camp then had already gone back to get blankets and more grub then it was dark and the niggers began to light pine knots and they went on for a little while yet gaining what they could now since they knew that the architect would have had to den soon after dark to keep from traveling in a circle that was how grandfather remembered it he and sutpen leading their horses he would look back now and then and see the horses eyes shining in the torch light and the horses heads tossing and the shadows slipping along their shoulders and flanks and the dogs and the niggers the niggers mostly still naked except for a pair of pants here and there with the pine torches smoking and flaring above them and the red light on their round heads and arms and the mud they wore in the swamp to keep the mosquitoes off dried hard and shiny glinting like glass or china and the shadows they cast taller than they were at one moment then gone the next and even the trees and brakes and thickets there one moment and gone the next though you knew all the time that they were still there because you could feel them with your breathing as though invisible they pressed down and condensed the invisible air you breathed,354,7
15944,198,198,198.01,72,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>Camped overnight on the track of the architect, Sutpen begins telling his story again.  [SOURCE: Grandfather, Quentin]</p>",AA1116,Mentioned,"McCannon, Shreve",White,Male,Middle Class,Major,Downed Log in Woods,1285,209,-209," Grandfather, Quentin",and he said how sutpen was talking about it,just as the fine broadcloth uniform in which you,and he said how sutpen was talking about it again telling him again before he realised that this was some more of it and he said how he thought how there was something about a man's destiny or about the man that caused the destiny to shape itself to him like his clothes did like the same coat that new might have fitted a thousand men yet after one man has worn it for a while it fits no one else and you can tell it anywhere you see it even if all you see is a sleeve or a lapel so that his the demon's shreve said destiny had fitted itself to him to his innocence his pristine aptitude for platform drama and childlike heroic simplicity,127,7
15945,198,198,198.02,333.5,Told,1864-11-01,1864-11-30,Civil War (1861-1865),"<p>The narrative jumps forward again to the scene in Grandfather's office after ""those four years"" of the Civil War, when Sutpen sat saying ""the most simple and the most outrageous things"" (198).  [SOURCE: Grandfather, Quentin]</p>",AA1113,Mentioned,Unnamed Confederate Soldiers,White,Male,MultiClass Group,Minor,General Compson's|Mr. Compson's Office,1320,837,-837," Grandfather, Quentin",just as the fine broadcloth uniform in which you,he was telling some more of it already,just as the fine broadcloth uniform in which you could have seen on ten thousand men during those four years which he wore when he came in the office on that afternoon thirty years later had fitted itself to the swaggering of all his gestures and to the forensic verbiage in which he stated calmly with that frank innocence which we call of a child except that a human child is the only living creature that is never either frank or innocent the most simple and the most outrageous things,90,7
15946,198,199,198.03,25,Told,1826-01-10,1826-12-31,Pre-Removal (-1830),"<p>It is ""six years"" after Sutpen ran away from his family (199).  He is in a ""beseiged Haitian room,"" firing a gun out a window ""in the dark"" (198).  It is suggested that the torches in the Yoknapatawpha swamp reminded him of this earlier moment.   [SOURCE: Grandfather, Quentin]</p>",AA1126,Mentioned,General Compson,White,Male,Upper Class,Secondary,Haiti,2328,1348,-1348," Grandfather, Quentin",he was telling some more of it already,he not telling how he got there what had happened,he was telling some more of it already into what he was telling yet still without telling how he got to where he was nor even how what he was now involved in obviously at least twenty years old now crouching behind a window in the dark and firing the muskets through it which someone else loaded and handed to him came to occur getting himself and grandfather both into that besieged haitian room as simply as he got himself to the west indies by saying that he decided to go to the west indies and so he went there this anecdote no deliberate continuation of the other one but merely called to his mind by the picture of the niggers and torches in front of them,127,7
15947,199,199,199.01,19,Told,1823-01-01,1826-12-31,Antebellum (1831-1860),"<p>Sutpen doesn't explain how he became ""overseer or foreman or something"" on a ""French"" sugar plantation in Haiti (199).   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Thomas Sutpen,White,Male,Upper Class,Major,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",he not telling how he got there what had happened,and now grandfather said there was the first,he not telling how he got there what had happened during the six years between that day when he a boy of fourteen who knew no tongue but english and not much of that had decided to go to the west indies and become rich and this night when overseer or foreman or something to a french sugar planter he was barricade in the house with the planter's family,69,7
15948,199,199,199.02,540,Narrated,1910-01-13,1910-01-13,Turn of the Century (1890-1913),"<p>Quentin interrupts the story to note ""the first mention"" of something, which Shreve immediately asserts is ""a girl"" (199).   [SOURCE: Narrator]</p>",AA289,Mentioned,General Compson,White,Male,Upper Class,Secondary,Harvard University,2571,831,-831, Narrator,and now grandfather said there was the first,whom he was to tell grandfather thirty years,and now grandfather said there was the first mention a shadow that almost emerged for a moment and then faded again but not completely away of the it's a girl shreve said dont tell me just go on,38,7
15950,199,199,199.03,333.6,Told,1864-11-01,1864-11-30,Civil War (1861-1865),"<p>The narrative anticipates the way Sutpen told Grandfather thirty years later he ""put aside"" someone who was ""unsuitable"" for his design (199).   [SOURCE: Grandfather, Quentin]</p>",AA1113,Mentioned,Mrs. Thomas Sutpen(1),MixedBlackWhite,Female,Upper Class,Secondary,General Compson's|Mr. Compson's Office,1320,837,-837," Grandfather, Quentin",whom he was to tell grandfather thirty years,and a few frightened half breed servants which he,whom he was to tell grandfather thirty years afterward he had found unsuitable to his purpose and so put aside though providing for her,24,7
15962,199,199,199.04,26,Told,1826-01-10,1826-12-31,Antebellum (1831-1860),"<p>The narrative comes back, briefly, to the besieged Haitian plantation.   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Mrs. Thomas Sutpen(1),MixedBlackWhite,Female,Upper Class,Secondary,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",and a few frightened half breed servants which he,and i reckon grandfather was saying wait wait,and a few frightened half breed servants which he would have to turn from the window from time to time and kick and curse into helping the girl load the muskets which he and the planter fired through the windows,40,7
15966,199,200,199.05,541,Told,1910-01-13,1910-01-13,Antebellum (1831-1860),"<p>A very nested passage, in which Quentin explicitly tells Shreve what Sutpen told Grandfather about the ""six or seven years"" between the time he left home and the scene in the besieged Haitian room (199).  It takes into account how Sutpen tells the story and how each listener - Shreve and Grandfather - respond.     [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA289,Mentioned,General Compson,White,Male,Upper Class,Secondary,Harvard University,2571,831,-831," Sutpen, Grandfather, Quentin",and i reckon grandfather was saying wait wait,because grandfather asked him why he didn't,and i reckon grandfather was saying wait wait for god's sake wait about like you are until he finally did stop and back up and start over again with at least some regard for cause and effect even if none for logical sequence and continuity or maybe it was the fact that they were sitting again now having decided that they had gone far enough for that night and the niggers had made camp and cooked supper and they he and grandfather drank some of the whiskey and ate and then sat before the fire drinking some more of the whiskey and he telling it all over and still it was not absolutely clear the how and the why he was there and what he was since he was not talking about himself he was telling a story he was not bragging about something he had done he was just telling a story about something a man named thomas sutpen had experienced which would still have been the same story if the man had had no name at all if it had been told about any man or no man over whiskey at night that may have been what slowed him down but it was not enough to clarify the story much he still was not recounting to grandfather the career of somebody named thomas sutpen grandfather said the only mention he ever made to those six or seven years which must have existed somewhere must have actually occurred was about the patois he had to learn in order to oversee the plantation and the french he had to learn maybe not to get engaged to be married but which he would certainly need to be able to repudiate the wife after he had already got her how so he told grandfather he had believed that courage and shrewdness would be enough but found that he was wrong and how sorry he was that he had not taken the schooling along with the west indian lore when he discovered that all people did not speak the same tongue and realised that he would not only need courage and skill he would have to learn to speak a new language else that design to which he had dedicated himself would die still born so he learned the language just like he learned to be a sailor i reckon,397,7
15971,200,200,200.01,73,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>Quietly and simply, Sutpen tells Grandfather that he was a virgin until his marriage - and why.   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1116,Present,General Compson,White,Male,Upper Class,Secondary,Downed Log in Woods,1285,209,-209," Sutpen, Grandfather, Quentin",because grandfather asked him why he didn't,so it was no tale about women and certainly,because grandfather asked him why he didn't get himself a girl to live with and learn it the easy way and grandfather said how he sat there with the firelight on his face and the beard and his eyes quiet and sort of bright and said and grandfather said it was the only time he ever knew him to say anything quiet and simple on this night i am speaking of and until my first marriage i might add i was still a virgin you will probably not believe that and if i were to try to explain it you would disbelieve me more than ever so i will only say that that too was a part of the design which i had in my mind and grandfather said why shouldn't i believe it and he looking at grandfather still with that quiet bright expression about the eyes saying but do you surely you dont hold me in such small contempt as to believe that at twenty i could neither have suffered temptation nor offered it and grandfather said you're right i shouldn't believe it but i do,188,7
15975,200,200,200.02,29,Told,1826-01-10,1826-12-31,Pre-Removal (-1830),"<p>Sutpen describes the ""seven or eight nights"" he and the others spent besieged in the room, while the rebelling slaves burned parts of the plantation.   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Mrs. Thomas Sutpen(1),MixedBlackWhite,Female,Upper Class,Secondary,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",so it was no tale about women and certainly,and grandfather said how he remembered then,so it was no tale about women and certainly not about love the woman the girl just that shadow which could load a musket but could not have been trusted to fire one out the window that night or the seven or eight nights while they huddled in the dark and watched from the windows the barns or granaries or whatever it is you harvest sugar into and the fields too blazing and smoking he said how you could smell it you could smell nothing else the rank sweet rich smell as if the hatred and the implacability the thousand secret dark years which had created the hatred and implacability had intensified the smell of the sugar,117,7
15977,200,201,200.03,74,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>Sutpen drinks coffee black because the smell of ""burning sugar"" still makes him uncomfortable (201).   [SOURCE: Grandfather, Quentin]</p>",AA1116,Present,General Compson,White,Male,Upper Class,Secondary,Downed Log in Woods,1285,209,-209," Grandfather, Quentin",and grandfather said how he remembered then,the girl just emerging for a second of the telling,and grandfather said how he remembered then that he had seen sutpen each time decline sugar for his coffee and so he grandfather knew why now but he asked anyway to be sure and sutpen told him it was true that he had not been afraid until after the fields and barns were all burned and they had even forgot about the smell of the burning sugar but that he had never been able to bear sugar since,78,7
15978,201,201,201.01,28,Told,1826-01-10,1826-12-31,Pre-Removal (-1830),"<p>An image of ""the girl"" in Sutpen's story emerges briefly, as if ""by the flash"" of a musket (201).   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Mrs. Thomas Sutpen(1),MixedBlackWhite,Female,Upper Class,Secondary,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",the girl just emerging for a second of the telling,no more detail and information about that than about,the girl just emerging for a second of the telling in a single word almost so that grandfather said it was like he had just seen her too for a second by the flash of one of the muskets a bent face a single cheek a chin for an instant beyond a curtain of fallen hair a white slender arm raised a delicate hand clutching a ramrod and that was all,71,7
15980,201,201,201.02,24.5,Told,1826-01-10,1826-12-31,Pre-Removal (-1830),"<p>General Compson expresses surprise at the way Sutpen tells about the beginnings of the revolt, and his own flight into the planter's house.   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Thomas Sutpen,White,Male,Upper Class,Major,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",no more detail and information about that than about,because he was not afraid until after it was all over,no more detail and information about that than about how he got from the field his overseeing into the besieged house when the niggers rushed at him with their machetes than how he got from the rotting cabin in virginia to the fields he oversaw and this grandfather said more incredible to him than the getting there from virginia because that did infer time a space the getting across which did indicate something of leisureliness since time is longer than any distance while the other the getting from the fields into the barricaded house seemed to have occurred with a sort of violent abrogation which must have been almost as short as his telling about it a very condensation of time which was the gauge of its own violence and he telling it in that pleasant faintly forensic anecdotal manner apparently just as he remembered it was impressed by it through detached and impersonal interest and curiosity which even fear that once when he mentioned fear by that same inverse process of speaking of a time when he was not afraid before he became afraid he put it failed to leaven very much,193,7
15988,201,202,201.03,20,Told,1823-01-01,1825-12-31,Pre-Removal (-1830),"<p>The narrative perspective pulls back from the rebellion to describe Haiti itself as a place where ""the sheen on the dollars was not from gold but from blood"" (201-02).   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Mentioned,Unnamed Enslaved Haitians,Black,Multi Gender Group,Enslaved Black,Minor,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",because he was not afraid until after it was all over,and he overseeing it riding peacefully about on,because he was not afraid until after it was all over grandfather said because that was all it was to him a spectacle something to be watched because he might not have a chance to see such again since his innocence still functioned and he not only did not know what fear was until afterward he did not even know that at first he was not terrified did not even know that he had found the place where money was to be had quick if you were courageous and shrewd he did not mean shrewdness grandfather said what he meant was unscrupulousness only he didn't know that word because it would not have been in the book from which the school teacher read or maybe that was what he meant by courage grandfather said but where high mortality was concomitant with the money and the sheen on the dollars was not from gold but from blood a spot of earth which might have been created and set aside by heaven itself grandfather said as a theatre for violence and injustice and bloodshed and all the satanic lusts of human greed and cruelty for the last despairing fury of all the pariah interdict and all the doomed a little island set in a smiling and fury lurked and incredible indigo sea which was the halfway point between what we call the jungle and what we call civilization halfway between the dark inscrutable continent from which the black blood the black bones and flesh and thinking and remembering and hopes and desires was ravished by violence and the cold known land to which it was doomed the civilised land and people which had expelled some of its own blood and thinking and desires that had become too crass to be faced and borne longer and set it homeless and desperate on the lonely ocean a little lost island in a latitude which would require ten thousand years of equatorial heritage to bear its climate a soil manured with black blood from two hundred years of oppression and exploitation until it sprang with an incredible paradox of peaceful greenery and crimson flowers and sugar cane sapling size and three times the height of a man and a little bulkier of course but valuable pound for pound almost with silver ore as if nature held a balance and kept a book and offered a recompense for the torn limbs and outraged hearts even if man did not the planting of nature and man too watered not only by the wasted blood but breathed over by the winds in which the doomed ships had fled in vain out of which the last tatter of sail had sunk into the blue sea along which the last vain despairing cry of woman or child had blown away the planting of men too the yet intact bones and brains in which the old unsleeping blood that had vanished into the earth they trod still cried out for vengeance,500,7
15989,202,203,202.01,21,Told,1826-01-01,1826-12-31,Pre-Removal (-1830),"<p>Before the rebellion, Sutpen was ""overseeing"" slavery without seeing it (202).   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Thomas Sutpen,White,Male,Upper Class,Major,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",and he overseeing it riding peacefully about on,and he not telling that either how that day happened,and he overseeing it riding peacefully about on his horse while he learned the language that meagre and fragile thread grandfather said by which the little surface corners and edges of men's secret and solitary lives may be joined for an instant now and then before sinking back into the darkness where the spirit cried for the first time and was not heard and will cry for the last time and will not be heard then either not knowing that what he rode upon was a volcano hearing the air tremble and throb at night with the drums and the chanting and not knowing that it was the heart of the earth itself he heard who believed grandfather said that earth was kind and gentle and that darkness was merely something you saw or could not see in overseeing what he oversaw and not knowing that he was overseeing it making his daily expeditions from an armed citadel until the day itself came,163,7
15990,203,203,203.01,22,Told,1826-01-01,1826-12-31,Pre-Removal (-1830),"<p>Although Sutpen does ""not tell"" about ""the steps leading up"" to the rebellion, some of them - especially the voodoo warnings with which the owner and servants were frightened - are described (203).   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Present,Mrs. Thomas Sutpen(1),MixedBlackWhite,Female,Upper Class,Secondary,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",and he not telling that either how that day happened,he told grandfather how until that first night,and he not telling that either how that day happened the steps leading up to it because grandfather said he apparently did not know comprehend what he must have been seeing every day because of that innocence a pig's bone with a little rotten flesh still clinging to it a few chicken feathers a stained dirty rag with a few pebbles tied up in it found on the old man's pillow one morning and none knew least of all the planter himself who had been asleep on the pillow how it had come there because they learned at the same time that all the servants the half breeds were missing and he did not know until the planter told him that the stains on the rag were neither dirt nor grease but blood nor that what he took to be the planter's gallic rage was actually fear terror and he just curious and quite interested because he still looked upon the planter and the daughter both,166,7
15991,203,203,203.02,24.7,Told,1826-01-10,1826-12-31,Pre-Removal (-1830),"<p>Sutpen tells Grandfather that it was only on the first night of the revolt that he learned the planter's daughter's ""christian name"" (203); Sutpen also mentions that her mother ""had been a Spaniard"" (203).   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1126,Mentioned,Unnamed Mother of Sutpen's First Wife,MixedBlackWhite,Female,Upper Class,Peripheral,Haiti,2328,1348,-1348," Sutpen, Grandfather, Quentin",he told grandfather how until that first night,as foreigners the body of one of the half breeds found,he told grandfather how until that first night of the siege he had not once thought that he did not know the girl's christian name whether he had ever heard it or not he also told grandfather dropped this into the telling as you might flick the joker out of a pack of fresh cards without being able to remember later whether you had removed the joker or not that the old man's wife had been a spaniard and so it was grandfather and not sutpen who realised that until that first night of the attack he had possibly not seen the girl as much as a dozen times,109,7
