EventID,PageNumber,PageEventEnds,OrderWithinPage,Chronological Order,NarrativeStatus,StartDate,EndDate,Era,Summary,LocationID,PresentMentioned,CharacterName,Race,Gender,Class,Rank,LocationTitle,X,Y,new_y,narrator,begin_word,end_word,event_sentence,event_words,chapter
15911,176,177,176.01,534,Narrated,1910-01-13,1910-01-13,Turn of the Century (1890-1913),<p>The chapter begins by re-setting the scene in the Harvard dorm room.  [SOURCE: Narrator]</p>,AA289,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Harvard University,2571,831,-831, Narrator,there was no snow on shreve's arm now,he told grandfather about it he said that time,there was no snow on shreve's arm now no sleeve on his arm at all now only the smooth cupid fleshed forearm and hand coming back into the lamp and taking a pipe from the empty coffee can where he kept them filling it and lighting it so it is zero outside quentin thought soon he will raise the window and do deep breathing in it clench fisted and naked to the waist in the warm and rosy orifice above the iron quad but he had not done so yet and now the moment the thought was an hour past and the pipe lay smoked out and overturned and cold with a light sprinkling of ashes about it on the table before shreve's crossed pink bright haired arms while he watched quentin from behind the two opaque and lamp glared moons of his spectacles so he just wanted a grandson he said that was all he was after jesus the south is fine isn't it it's better than the theatre isn't it it's better than ben hur isn't it no wonder you have to come away now and then isn't it quentin did not answer he sat quite still facing the table his hands lying on either side of the open text book on which the letter rested the rectangle of paper folded across the middle and now open three quarters open whose bulk had raised half itself by the leverage of the old crease in weightless and paradoxical levitation lying at such an angle that he could not possibly have read it deciphered it even without this added distortion yet he seemed to be looking at it or as near as shreve could tell he was his face lowered a little brooding almost sullen,295,7
15912,177,177,177.01,63,Told,1834-06-01,1834-08-31,Antebellum (1831-1860),"<p>Quentin begins Sutpen's own version of his story by mentioning the time ""the architect"" tried to run away (177).  [SOURCE: Grandfather, Quentin]</p>",AA17,Present,General Compson,White,Male,Upper Class,Secondary,Sutpen Plantation,785,193,-193," Grandfather, Quentin",he told grandfather about it he said that time,the demon hey shreve said quentin did not,he told grandfather about it he said that time when the architect escaped tried to tried to escape into the river bottom and go back to new orleans or wherever it was and he,34,7
15913,177,177,177.02,535,Narrated,1910-01-13,1910-01-13,Turn of the Century (1890-1913),"<p>Shreve interrupts Quentin's story-telling, as he will do a number of times in this chapter; the narrator describes his appearance, bare-chested at the table.  [SOURCE: Narrator]</p>",AA289,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Harvard University,2571,831,-831, Narrator,the demon hey shreve said quentin did not,sent word in to grandfather and some others,the demon hey shreve said quentin did not answer him did not pause his voice level curious a little dreamy yet still with that overtone of sullen bemusement of smoldering outrage so that shreve still too resembling in his spectacles and nothing else from the waist down the table concealed him anyone entering the room would have taken him to be stark naked a baroque effigy created out of colored cake dough by someone with a faintly nightmarish affinity for the perverse watched him with thoughtful and intent curiosity,89,7
15914,177,177,177.03,65,Told,1834-06-01,1834-08-31,Antebellum (1831-1860),"<p>Quentin resumes his story-telling, anticipating the end of the pursuit for the escaped architect.  [SOURCE: Grandfather, Quentin]</p>",AA155,Present,General Compson,White,Male,Upper Class,Secondary,Tallahatchie River Bottom,1709,121,-121," Grandfather, Quentin",sent word in to grandfather and some others,maybe he had a girl shreve said or maybe,sent word in to grandfather and some others and got his dogs and his wild niggers out and hunted the architect down and made him take earth in a cave under the river bank two days later that was in the second summer when they had finished all the brick and had the foundations laid and most of the big timbers cut and trimmed and one day the architect couldn't stand it anymore or he was afraid he would starve or that the wild niggers and maybe colonel sutpen too would run out of grub and eat him or maybe he got homesick or maybe he just had to go,110,7
15915,177,177,177.04,537,Narrated,1910-01-13,1910-01-13,Turn of the Century (1890-1913),"<p>Shreve again interrupts, speculating on why the architect ran away; Quentin does not reply, sitting before the letter from his father.  [SOURCE: Narrator]</p>",AA289,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Harvard University,2571,831,-831, Narrator,maybe he had a girl shreve said or maybe,and so he went he seemed to vanish in broad,maybe he had a girl shreve said or maybe he just wanted a girl you said the demon and the niggers didn't have but two quentin did not answer this either again he might not have heard talking in that curious repressed calm voice as though to the table before him or the book upon it or the letter upon the book or his hands lying on either side of the book,72,7
15916,177,178,177.05,64,Told,1834-06-01,1834-08-31,Antebellum (1831-1860),"<p>When Sutpen discovers the architect has fled, he makes plans to hunt him.  [SOURCE: Grandfather, Quentin]</p>",AA17,Mentioned,Unnamed Men Who Hunt Architect,White,Male,MultiClass Group,Minor,Sutpen Plantation,785,193,-193," Grandfather, Quentin",and so he went he seemed to vanish in broad,and grandfather he was young then too brought,and so he went he seemed to vanish in broad daylight right out from the middle of twenty one people or maybe it was just sutpen's back that was turned and that the niggers saw him go and didn't think it needed mentioning that being wild men they probably didn't know what sutpen himself was up to and him naked in the mud with them all day so i reckon they never did know what the architect was there for supposed to do or had done or could do or was so maybe they thought sutpen had sent him told him to go away and drown himself go away and die or maybe just go away so he did jumped up in broad daylight in his embroidered vest and fauntleroy tie and a hat like a baptist congressman and probably carrying the hat in his hand and ran into the swamp and the niggers watched him out of sight and then went back to work and sutpen didn't see it didn't even miss him until night suppertime probably and the niggers told him and he declared a holiday tomorrow because he would have to get out and borrow some dogs not that he would have needed dogs with his niggers to trail but maybe he thought that the guests the others would not be used to trailing with niggers and would expect dogs,233,7
15917,178,178,178.01,66,Told,1834-06-02,1834-08-31,Turn of the Century (1890-1913),"<p>Men bring champagne, whiskey and dogs as they prepare to help Sutpen hunt the runaway architect.  [SOURCE: Grandfather, Quentin]</p>",AA17,Present,General Compson,White,Male,Upper Class,Secondary,Sutpen Plantation,785,193,-193," Grandfather, Quentin",and grandfather he was young then too brought,then it was daylight and the dogs had a,and grandfather he was young then too brought some champagne and some of the others brought whiskey and they began to gather out there a little after sundown at his house that didn't even have walls yet that wasn't anything yet but some lines of bricks sunk into the ground but that was all right because they didn't go to bed anyhow grandfather said they just sat around the fire with the champagne and the whiskey and a quarter of the last venison he had killed and about midnight the man with the dogs came,95,7
15918,178,178,178.02,67,Told,1834-06-03,1834-08-31,Antebellum (1831-1860),"<p>The hunt for the escaped architect begins, with Sutpen and General Compson riding in company.  [SOURCE: Grandfather, Quentin]</p>",AA17,Mentioned,French Architect,White,Male,Middle Class,Minor,Sutpen Plantation,785,193,-193," Grandfather, Quentin",then it was daylight and the dogs had a,and so he told grandfather something about it,then it was daylight and the dogs had a little trouble at first because some of the wild niggers had run out about a mile of the trail just for fun but they got the trail straightened out at last the dogs and the niggers in the bottom and most of the men riding along the edge of it where the going was good but grandfather and colonel sutpen went with the dogs and the niggers because sutpen was afraid the niggers might catch the architect before he could reach them he and grandfather had to walk a good deal sending one of the niggers to lead the horses on around the bad places until they could ride again grandfather said it was fine weather and the trail lay pretty good but he said it would have been fine if the architect had just waited until october or november,149,7
15919,178,179,178.03,10,Told,1820-03-01,1820-12-31,Pre-Removal (-1830),"<p>Sutpen begins telling Grandfather his story, which Quentin introduces with the idea of ""innocence"" (178).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA17,Present,Thomas Sutpen,White,Male,Upper Class,Major,Sutpen Plantation,785,193,-193," Sutpen, Grandfather, Quentin",and so he told grandfather something about it,not in west virginia shreve said what quentin,and so he told grandfather something about it his trouble was innocence all of a sudden he discovered not what he wanted to do but what he just had to do had to do it whether he wanted to or not because if he did not do it he knew that he could never live with himself for the rest of his life never live with what all the men and women that had died to make him had left inside of him for him to pass on with all the dead ones waiting and watching to see if he was going to do it right fix things right so that he would be able to look in the face not only the old dead ones but all the living ones that would come after him when he would be one of the dead and that at the very moment when he discovered what it was he found out that this was the last thing in the world he was equipped to do because he not only had not known that he would have to do this he did not even know that it existed to be wanted to need to be done until he was almost fourteen years old because he was born in west virginia in the mountains where,221,7
15920,179,179,179.01,538,Narrated,1910-01-13,1910-01-13,Turn of the Century (1890-1913),<p>Shreve interrupts Quentin to remind him that before the Civil War the state of West Virginia did not exist.  [SOURCE: Narrator]</p>,AA289,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Harvard University,2571,831,-831, Narrator,not in west virginia shreve said what quentin,where what few other people he knew lived,not in west virginia shreve said what quentin said not in west virginia shreve said because if he was twenty five years old in mississippi in 1833 he was born in 1808 and there wasn't any west virginia in 1808 because all right quentin said west virginia wasn't admitted all right all right quentin said into the united states until all right all right all right quentin said,68,7
15921,179,180,179.02,1.5,Told,1808-01-01,1817-12-31,Pre-Removal (-1830),"<p>Growing up in the mountains, Sutpen knew nothing about slavery or class differences; in the mountains ""the land belongs to anybody and everybody"" (179).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1123,Mentioned,Unnamed Enslaved Field Hands,Black,Multi Gender Group,Enslaved Black,Minor,Western Virginia,2481,908,-908," Sutpen, Grandfather, Quentin",where what few other people he knew lived,that's how it was they fell into it the whole,where what few other people he knew lived in log cabins boiling with children like the one he was born in men and grown boys who hunted or lay before the fire on the floor while the women and older girls stepped back and forth across them to reach the fire to cook where the only colored people were indians and you only looked down at them over your rifle sights where he had never even heard of never imagined a place a land divided neatly up and actually owned by men who did nothing but ride over it on fine horses or sit in fine clothes on the galleries of big houses while other people worked for them he did not even imagine then that there was any such way to live or to want to live or that there existed all the objects to be wanted which there were or that the ones who owned the objects not only could look down on the ones that didn't but could be supported in the down looking not only by the others who owned objects too but by the very ones that were looked down on that didn't own objects and knew they never would because where he lived the land belonged to anybody and everybody and so the man who would go to the trouble and work to fence off a piece of it and say this is mine was crazy and as for objects nobody had any more of them than you did because everybody had just what he was strong enough or energetic enough to take and keep and only that crazy man would go to the trouble to take or even want more than he could eat or swap for powder and whiskey so he didn't even know there was a country all divided and fixed and neat with a people living on it all divided and fixed and neat because of what color their skins happened to be and what they happened to own and where a certain few men not only had the power of life and death and barter and sale over others they had living human men to perform the endless repetitive personal offices such as pouring the very whiskey from the jug and putting the glass into his hand or pulling off his boots for him to go to bed that all men have had to do for themselves since time began and would have to do until they died and which no man ever has or ever will like to do but which no man that he knew had ever anymore thought of evading than he had thought of evading the effort of chewing and swallowing and breathing when he was a child he didn't listen to the vague and cloudy tales of tidewater splendor that penetrated even his mountains because then he could not understand what the people meant and when he became a boy he didn't listen to them because there was nothing in sight to compare and gauge the tales by and so give the words life and meaning and no chance that he ever would certainly no belief or thought that someday he might and because he was too busy doing the things that boys do and when he got to be a youth and curiosity itself exhumed the tales which he did not know he had heard and speculated about them he was interested and would have liked to see the places once but without envy or regret because he just thought that some people were spawned in one place and some in another some spawned rich lucky he may have called it or maybe he called lucky rich and some not and that so he told grandfather the men themselves had little to do with the choosing and less of the regret because he told grandfather this too it had never once occurred to him that any man should take any such blind accident as that as authority or warrant to look down at others any others so he had hardly heard of such a world until he fell into it,697,7
22378,180,180,180.01,4,Narrated,1817-01-01,1817-12-31,Pre-Removal (-1830),"<p>The narrative of the Sutpen family's migration back to the low country begins.    [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,First American Sutpen,White,Male,Poor White,Peripheral,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",that's how it was they fell into it the whole,when the ship from the old bailey reached jamestown,that's how it was they fell into it the whole family returned to the coast from which the first sutpen had come,22,7
22379,180,180,180.02,1,Narrated,1730-01-01,1770-12-31,Pre-Removal (-1830),"<p>Parenthetically the narrative notes the arrival of ""the first Sutpen"" in the new world; that he comes to Jamestown from ""the Old Bailey"" suggests clearly that he is one of the convicts whom the British empire forced to emigrate to supply their colonies with settlers (180) [SOURCE: Sutpen]</p>",AA1124,Present,First American Sutpen,White,Male,Poor White,Peripheral,Tidewater Virginia,2519,922,-922, Sutpen,when the ship from the old bailey reached jamestown,tumbled head over heels back to tidewater,when the ship from the old bailey reached jamestown probably,10,7
15922,180,181,180.03,4.1,Told,1817-01-01,1817-12-31,Pre-Removal (-1830),"<p>The trip the Sutpen family makes from the mountains to ""the slack lowlands"" of Virginia is described as a ""fall"" (180).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA356,Mentioned,Thomas Sutpen's Mother,White,Female,Poor White,Minor,Virginia,2499,919,-919," Sutpen, Grandfather, Quentin",tumbled head over heels back to tidewater,he didn't know why they moved or didn't remember,tumbled head over heels back to tidewater by sheer altitude elevation and gravity as if whatever slight hold the family had had he said something to grandfather about his mother dying about that time and how his pap said she was a fine wearying woman and that he would miss her and something about how it was the wife that had got his father even that far west on the mountain had broken and now the whole passel of them from the father through the grown daughters down to one that couldn't even walk yet sliding back down out of the mountains and skating in a kind of accelerating and sloven and inert coherence like a useless collection of flotsam on a flooded river moving by some perverse automotivation such as inanimate objects sometimes show backward against the very current of the stream across the virginia plateau and into the slack lowlands about the mouth of the james river,159,7
15923,181,181,181.01,2,Told,1817-01-01,1817-12-31,Pre-Removal (-1830),"<p>Sutpen doesn't know why his father decided to move; he describes the ""morning"" when their journey started (181).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1123,Mentioned,Unnamed Someone(3),White,Male,Indeterminable,Peripheral,Western Virginia,2481,908,-908," Sutpen, Grandfather, Quentin",he didn't know why they moved or didn't remember,he didn't remember if it was weeks or months,he didn't know why they moved or didn't remember the reason if he ever knew it whether it was optimism hope in his father's breast or nostalgia since he didn't know just where his father had come from whether the country to which they returned was it or not or even if his father knew remembered wanted to remember and find it again whether somebody some traveler had told him of some easy place or time some escape from the hardship of getting food and keeping warm in the mountain way or if perhaps somebody his father knew once or who knew his father once and remembered him happened to think about him or someone kin to him who had tried to forget him and couldn't quite do it had sent for him and he obeying going not for the promised job but for the ease having faith perhaps in the blood kinship to evade the labor if it was kinship in his own inertia and in whatever gods had watched over him this far if it were not but he the demon shreve said didn't know or remember whether he had ever heard been told the reason or not all he remembered was that one morning the father rose and told the older girls to pack what food they had and somebody wrapped up the baby and somebody else threw water on the fire and they walked down the mountain to where roads existed they had a lopsided two wheeled cart and two spavined oxen now he told grandfather he did not remember just where nor when nor how his father had got it and he he was ten then the two older boys had left home some time before and had not been heard of since driving the oxen since almost as soon as they got the cart his father began the practice of accomplishing that part of the translation devoted to motion flat on his back in the cart oblivious among the quilts and lanterns and well buckets and bundles of clothing and children snoring with alcohol that was how he told it,356,7
15924,181,183,181.02,3,Told,1817-01-02,1818-12-31,Pre-Removal (-1830),"<p>The journey through Virginia takes a long time.  On the way, the father is repeatedly drunk, one of Sutpen's sisters gives birth, and Thomas sees his first Negro; when they reach the flat country, he ""got it"": he discovers the ""difference"" between races and classes (183).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA356,Present,Sutpen Infant(1),White,Male,Poor White,Minor,Virginia,2499,919,-919," Sutpen, Grandfather, Quentin",he didn't remember if it was weeks or months,because they were stopped now at last he didn't know,he didn't remember if it was weeks or months or a year they traveled except that one of the older girls who had left the cabin unmarried was still unmarried when they finally stopped though she had become a mother before they lost the last blue mountain range whether it was that winter and then spring and then summer overtook and passed them on the road or whether they overtook and passed in slow succession the seasons as they descended or whether it was the descent itself that did it and they not progressing parallel in time but descending perpendicularly through temperature and climate a you couldn't call it a period because as he remembered it or as he told grandfather he did it didn't have either a definite beginning or a definite ending maybe attenuation is better an attenuation from a kind of furious inertness and patient immobility while they sat in the cart outside the doors of doggeries and taverns and waited for the father to drink himself insensible to a sort of dreamy and destinationless locomotion after they had got the old man out of whatever shed or outhouse or barn or ditch and loaded him into the cart again and during which they did not seem to progress at all but just to hang suspended while the earth itself altered flattened and broadened out of the mountain cove where they had all been born mounting rising about them like a tide in which the strange harsh rough faces about the doggery doors into which the old man was just entering or was just being carried or thrown out and this one time by a huge bull of a nigger the first black man slave they had ever seen who emerged with the old man over his shoulder like a sack of meal and his the nigger's mouth loud with laughing and full of teeth like tombstones swam up and vanished and were replaced the earth the world rising about them and flowing past as if the cart moved on a treadmill and it now spring and now summer and they still moving on toward a place they had never seen and had no conception of let alone wanted to go to and from a place a little lost spot on the side of a hill back to which probably not one of them excepting possibly the usually insensible father who made one stage of the journey accompanied by the raspberry colored elephants and snakes which he seems to have been hunting for could have led the way bringing into and then removing from their sober static country astonishment the strange faces and places both faces and places doggeries and taverns now become hamlets hamlets now become villages villages now towns and the country flattened out now with good roads and fields and niggers working in the fields while white men sat fine horses and watched them and more fine horses and men in fine clothes with a different look in the face from mountain men about the taverns where the old man was not even allowed to come in by the front door and from which his mountain drinking manners got him ejected before he would have time to get drunk good so that now they began to make really pretty good time and no laughter and jeers to the ejecting now even if the laughter and jeers had been harsh and without much gentleness in them that's the way he got it he had learned the difference not only between white men and black ones but he was learning that there was a difference between white men and white men not to be measured by lifting anvils or gouging eyes or how much whiskey you could drink then get up and walk out of the room that is he had begun to discern that without being aware of it yet he still thought that that was just a matter of where you were spawned and how lucky or not lucky and that the lucky ones would be even slower and lother than the unlucky to take any advantage of it or credit for it feel that it gave them anything more than the luck that they would feel if anything more tender toward the unlucky than the unlucky would ever need to feel toward them he was to find all that out later he remembered when he did it because that was the same second when he discovered the innocence it was not the second the moment that he was long about it was the getting to it the moment when they must have realised believed at last that they were no longer traveling moving going somewhere not the being still at last and in a fashion settled because they had done that before on the road he remembered how one time the gradual difference in comfort between the presence and absence of shoes and warm clothing occurred in one place a cowshed where the sister's baby was born and as he told grandfather for all he could remember locate in elapsed time conceived too,860,7
15925,183,184,183.01,5,Told,1818-01-01,1819-12-31,Pre-Removal (-1830),"<p>Disoriented both physically and psychologically, Sutpen struggles to understand the racial and socio-economic patterns of the slave society he has fallen into.   [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Present,Sutpen Infant(1),White,Male,Poor White,Minor,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",because they were stopped now at last he didn't know,and the man who owned all the land,because they were stopped now at last he didn't know where they were for a time during the first days or weeks or months the woodsman's instinct which he had acquired from the environment where he grew up or maybe had been bequeathed him by the two brothers who had vanished one of which had been as far west as the mississippi river one time bequeathed him along with the wornout buckskin garments and such which they left in the cabin when they departed the last time for good and which he had sharpened by boy's practice at small game and such kept him oriented so that he could have so he said found his way back to the mountain cabin in time but that was past now the moment when he last could have said exactly where he had been born now weeks and months maybe a year the year since that was when he became confused about his age and was never able to straighten it out again so that he told grandfather that he did not know within a year on either side just how old he was behind him so he knew neither where he had come from nor where he was nor why he was just there surrounded by the faces almost all the faces which he had ever known always known though the number of them despite the efforts of the unmarried sister who pretty soon so he told grandfather and still without any wedding had another baby decreasing thinning out because of the climate the warmth the dampness living in a cabin that was almost a replica of the mountain one except that it didn't sit up in the bright wind but sat instead beside a big flat river that sometimes showed no current at all and even sometimes ran backward where his sisters and brothers seemed to take sick after supper and die before the next meal where regiments of niggers with white men watching them planted and raised things that he had never heard of the old man did something too something besides drink now at least he would leave the cabin after breakfast and return sober to supper and he fed them somehow,373,7
15926,184,185,184.01,6,Told,1818-01-02,1819-12-31,Pre-Removal (-1830),"<p>Sutpen secretly watches the planter for whom his father works in a hammock, being waited on by a slave wearing ""better clothes than he or his father and sisters had ever owned"" (184).  He watches without envy, and innocently.  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,Thomas Sutpen's Father,White,Male,Poor White,Minor,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",and the man who owned all the land,he didn't even know he was innocent that day when,and the man who owned all the land and the niggers and apparently the white men who superintended the work lived in the biggest house he had ever seen and spent most of the afternoon he told how he would creep up among the tangled shrubbery of the lawn and lie hidden and watch the man in a barrel stave hammock between two trees with his shoes off and a nigger who wore every day better clothes than he or his father and sisters had ever owned and ever expected to who did nothing else but fan him and bring him drinks and he he was eleven or twelve or thirteen now because this was where he realised that he had irrevocably lost count of his age lying there all afternoon while the sisters would come from time to time to the door of the cabin two miles away and scream at him for wood or water watching that man who not only had shoes in the summertime too but didn't even have to wear them but he still didn't envy the man he was watching he coveted the shoes and probably he would have liked for his father to have a broadcloth monkey to hand him the jug and to carry the wood and water into the cabin for his sisters to wash and cook with and keep the house warm so that he himself would not have to do it maybe he even realised understood the pleasure it would have given his sisters for their neighbors other whites like them who lived in other cabins not quite as well built and not at all as well kept and preserved as the ones the nigger slaves lived in but still nimbused with freedom's bright aura which the slave quarters were not for all their sound roofs and white wash to see them being waited on because he had not only not lost the innocence yet he had not yet discovered that he possessed it he no more envied the man than he would have envied a mountain man who happened to own a fine rifle he would have coveted the rifle but he would himself have supported and confirmed the owner's pride and pleasure in its ownership because he could not have conceived of the owner taking such crass advantage of the luck which gave the rifle to him rather than to another as to say to other men because i own this rifle my arms and legs and blood and bones are superior to yours except as the victorious outcome of a fight with rifles and how in the world could a man fight another man with dressed up niggers and the fact that he could lie in a hammock all afternoon with his shoes off and what in the world would he be fighting for if he did,481,7
15927,185,186,185.01,11,Told,1820-03-01,1820-12-31,Pre-Removal (-1830),"<p>The day Sutpen is sent to ""the big house"" with a ""message,"" but is turned away from the front door by a slave (185).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,Thomas Sutpen's Sister(1),White,Female,Poor White,Minor,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",he didn't even know he was innocent that day when,and a part of him turn and rush back through,he didn't even know he was innocent that day when his father sent him to the big house with the message he didn't remember or did not say what the message was apparently he still didn't know exactly just what his father did what work or maybe supposed to do the old man had in relation to the plantation a boy either thirteen or fourteen he didn't know which in garments his father had got from the plantation commissary and had worn out and which one of the sisters had patched and cut down to fit him and he no more conscious of his appearance in them or of the possibility that anyone else would be than he was of his skin following the road and turning into the gate and following the drive up past where still more niggers with nothing to do all day but plant flowers and trim grass were working and so to the house the portico the front door thinking how at last he was going to see the inside of it see what else a man was bound to own who could have a special nigger to hand him his liquor and pull off his shoes that he didn't even need to wear never for one moment thinking but what the man would be as pleased to show him the balance of his things as the mountain man would have been to show the powder horn and bullet mold that went with the rifle because he was still innocent he knew it without being aware that he did he told grandfather how before the monkey nigger who came to the door had finished saying what he did he seemed to kind of dissolve,289,7
15928,186,188,186.01,7,Told,1818-01-01,1819-12-31,Pre-Removal (-1830),"<p>While the enslaved butler bars the door to him, Sutpen thinks back over ""the two years"" he has been in the Tidewater; he remembers representative moments of conflict and contempt between upper- and lower-class whites, and lower-class whites and slaves (186).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,Pettibone,White,Male,Upper Class,Peripheral,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",and a part of him turn and rush back through,and now he stood there before that white door,and a part of him turn and rush back through the two years they had lived there like when you pass through a room fast and look at all the objects in it and you turn and go back through the room again and look at all the objects from the other side and you find out you had never seen them before rushing back through those two years and seeing a dozen things that had happened and he hadn't even seen them before a certain flat level silent way his older sisters and the other white women of their kind had of looking at niggers not with fear or dread but with a kind of speculative antagonism not because of any known fact or reason but inherited by both white and black the sense effluvium of it passing between the white women in the doors of the sagging cabins and the niggers in the road and which was not quite explainable by the fact that the niggers had better clothes and which the niggers did not return as antagonism or in any sense of dare or taunt but through the very fact that they were apparently oblivious of it too oblivious of it you knew that you could hit them he told grandfather and they would not hit back or even resist but you did not want to because they the niggers were not it not what you wanted to hit that when you hit them you would just be hitting a child's toy balloon with a face painted on it a face slick and smooth and distended and about to burst into laughing and so you did not dare strike it because it would merely burst and you would rather let it walk on out of your sight than to have stood there in the loud laughing of talk at night before the fire when they had company or had themselves gone visiting after supper to another cabin the voices of the women sober enough even calm yet filled with a quality dark and sullen and only some man usually his father in drink to break out into harsh recapitulation of his own worth the respect which his own physical prowess commanded from his fellows and the boy of either thirteen or fourteen or maybe twelve knowing that the men and the women were talking about the same thing though it had never once been mentioned by name like when people talk about privation without mentioning the siege about sickness without ever naming the epidemic of one afternoon when he and his sister were walking along the road and he heard the carriage coming up behind them and stepped off the road and then realised that his sister was not going to give way to it that she still walked in the middle of the road with a sort of sullen implacability in the very angle of her head and he shouted at her and then it was all dust and rearing horses and glinting harness buckles and wheel spokes he saw two parasols in the carriage and the nigger coachman in a plug hat shouting hoo dar gal git outen de way dar and then it was over gone the carriage and the dust the two faces beneath the parasols glaring down at his sister then he was throwing vain clods of dirt after the dust as it spun on knowing now while the monkey dressed nigger butler kept the door barred with his body while he spoke that it had not been the nigger coachman that he threw at at all that it was the actual dust raised by the proud delicate wheels and just that vain of one night late when his father came home blundered into the cabin he could smell the whiskey even while still dulled with broken sleep hearing that same fierce exultation vindication in his father's voice we whupped one of pettibone's niggers tonight and he roused at that waked at that asking which one of pettibone's niggers and his father said he did not know had never seen the nigger before and he asked what the nigger had done and his father said hell fire that goddamn son of a bitch pettibone's nigger how without knowing it then since he had not yet discovered innocence he must have meant the question the same way his father meant the answer no actual nigger living creature living flesh to feel pain and writhe and cry out he could even seem to see them the torch disturbed darkness among trees the fierce hysterical faces of the white men the balloon face of the nigger maybe the nigger's hands would be tied or held but that would be all right because they were not the hands with which the balloon face would struggle and writhe for freedom not the balloon face it was just poised among them levitative and slick with paper thin distension then someone would strike the balloon one single desperate and despairing blow and then he would seem to see them fleeing running with all about them overtaking them and passing and going on and then returning to overwhelm them again the roaring waves of mellow laughter meaningless and terrifying and loud,881,7
15930,188,188,188.01,12,Told,1820-03-01,1820-12-31,Pre-Removal (-1830),"<p>The story returns to the moment when Sutpen is turned away from ""that white door"" by a slave (188).  [SOURCE: Sutpen, Grandfather, Quentin]</p>",AA1124,Mentioned,Thomas Sutpen's Sister(1),White,Female,Poor White,Minor,Tidewater Virginia,2519,922,-922," Sutpen, Grandfather, Quentin",and now he stood there before that white door,he didn't even remember leaving all of a sudden,and now he stood there before that white door with the monkey nigger barring it and looking down at him in his patched made over jeans clothes and no shoes and i dont reckon he had even ever experimented with a comb because that would be one of the things that his sisters would keep hidden good who had never thought about his own hair or clothes or anybody else's hair or clothes until he saw that monkey nigger who through no doing of his own happened to have had the felicity of being housebred in richmond maybe looking or maybe even in charleston shreve breathed at them and he never even remembered what the nigger said how it was the nigger told him even before he had had time to say what he came for never to come to that front door again but to go around to the back,151,7
