SourceTextTitle,SourceTextCode,EventID,PageNumber,PageEventEnds,OrderWithinPage,Chronological Order,NarrativeStatus,StartDate,EndDate,Era,First 8-10 words of event,Summary,Indeterminate Date Range,kw_actions,kw_aesthetics,kw_cultural_issues,kw_environment,kw_relationships,kw_themes_and_motifs,LocationID,PresentMentioned,CharacterName,Race,Gender,Class,Rank,Vitality,Family,Occupation,SpecificJob,Home,Biography,CauseOfDeath,Narrator,Real,Sort Name,Nid,IndividualGroup,Disability,Ethnicity,Ontological Status,ChangesClass,CharacterKey,CharacterKeyID,Parent,financial_status,social_status,family_new,LocationTitle,Authority,X,Y,new_y,Display Label,Status,Other Structure,Role,True X,True Y,Region
"Absalom, Absalom!",AA,16055,230,231,230.03,411.5,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),until daylight came and the granddaughter stopped screaming,"<p>While Wash waits for his granddaughter's delivery, he thinks about how Sutpen's greatness is the answer to all his questions, including the South's defeat in the Civil War.  [SOURCE: Father, Quentin]</p>",0,Bodily > Childbirth | Physical > Screaming | Physical > Waiting,Figures of Speech > Bestial imagery | Figures of Speech > Technological imagery | Typography/Orthography > Italics,Group Mentality > Community collective | Religion > Apotheosis | War > Civil War,,Hierarchical > Landlord-tenant,Morals > Faith,AA18,Mentioned,Judith Sutpen,White,Female,Upper Class,Major,Dies,Sutpen,,,Sutpen Plantation,"<p>Judith Sutpen, Thomas and Ellen's daughter, is described by Mr. Compson as ""the hoyden who could - and did - outrun and outclimb, and ride and fight both with and beside her brother"" (52).  Mr. Compson also refers to the  ""curious and unusual relationship"" between these siblings (79), calling them ""that single personality with two bodies"" (73), but on the whole the narrative emphasizes the differences in their character and their fates.  Stronger than her brother, Judith is nonetheless left at home while he rides away twice - first with her fiance and next after killing her fiance.  Her story is largely neglected and she herself largely silent.  In her one long speech, she talks to Quentin's grandmother about the human longing to leave ""something that would make a mark"" to outlast time in words that are not only eloquent but recognizably Faulknerian (101), but the written words she passes on preserve her dead fiance's voice and experience, not her own.  What the novel does show about Judith's life, however, testifies to her emotional and psychological strength: the girl who could stoically watch her father wrestling with his slaves becomes the woman who can keep up the failing plantation while her father is away at the war, who invites the woman she thinks was her fiance's mistress to visit the grave she made for him, and who, a ""unwived widow"" (110), adopts the orphan son of her murdered fiance and does the best she can to help him escape his vexed inheritance.  She cannot escape hers.  She dies of smallpox contracted while taking care that son inside her father's house.</p><br />",Disease,,,"Sutpen, Judith",15462,Individual,,,,0,Judith Sutpen,18938,Ellen Coldfield Sutpen;Thomas Sutpen,,,SutpensInAA,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16055,230,231,230.03,411.5,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),until daylight came and the granddaughter stopped screaming,"<p>While Wash waits for his granddaughter's delivery, he thinks about how Sutpen's greatness is the answer to all his questions, including the South's defeat in the Civil War.  [SOURCE: Father, Quentin]</p>",0,Bodily > Childbirth | Physical > Screaming | Physical > Waiting,Figures of Speech > Bestial imagery | Figures of Speech > Technological imagery | Typography/Orthography > Italics,Group Mentality > Community collective | Religion > Apotheosis | War > Civil War,,Hierarchical > Landlord-tenant,Morals > Faith,AA18,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Dead-ghost,Sutpen,Management,"Planter, Confederate Officer",Sutpen Plantation,"<p>At the center of <em>Absalom, Absalom!</em> is the story of Thomas Sutpen, from his childhood in the mountains of western Virginia to his violent death 62 years later in Yoknapatawpha. As one of the county's earliest, and certainly its largest planter, and a Confederate Colonel during the Civil War, he has a lot in common with John Sartoris, the man who represented the Old South's plantation aristocracy in Faulkner's first Yoknapatawpha fiction. At the start of the war, Sartoris and Sutpen work together to raise and lead the Confederate regiment that fights in Robert E. Lee's army. However, just as Sutpen takes Sartoris' place in command of that regiment, so the story of Thomas Sutpen affords a much more searching look than the Sartoris saga at the cultural issues of class, race and slavery - issues that are largely taken for granted in <em>Flags in the Dust</em>. It is a story that is told retrospectively, from almost half a century after his death, one that changes dramatically depending upon who is telling it. To Rosa Coldfield, for example, Sutpen is ""fiend blackguard and devil"" (10), the outsider on whom the defeat of the South can be blamed. Wash Jones sees him at different moments as both the redeemer he worships and the ""instrument"" of his ""despair and grief"" (232). Quentin Compson raises the novel's implicit question when he wonders if it took ""Thomas Sutpen to make all of us"" (210). One part of the story - of the ""innocent"" (178) young Sutpen's ""fall"" into the Old South (180) - he apparently tells himself, though it reaches the reader as it is passed on by Quentin's grandfather to his father, by this father to Quentin, and by Quentin himself to Shreve. As the absent embodiment of the past, Sutpen himself remains both indeterminate and inescapable. Sutpen's design, to revenge himself upon the plantation aristocracy by creating an aristocratic dynasty of his own, fails - tragically, or ironically, or perhaps even justly. But his legacy remains to haunt the characters who inherit his story.</p><br />",Murder,,,"Sutpen, Thomas",15469,Individual,,,,1,Thomas Sutpen,18923,Thomas Sutpen's Mother;Thomas Sutpen's Father,,,SutpensInAA,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16055,230,231,230.03,411.5,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),until daylight came and the granddaughter stopped screaming,"<p>While Wash waits for his granddaughter's delivery, he thinks about how Sutpen's greatness is the answer to all his questions, including the South's defeat in the Civil War.  [SOURCE: Father, Quentin]</p>",0,Bodily > Childbirth | Physical > Screaming | Physical > Waiting,Figures of Speech > Bestial imagery | Figures of Speech > Technological imagery | Typography/Orthography > Italics,Group Mentality > Community collective | Religion > Apotheosis | War > Civil War,,Hierarchical > Landlord-tenant,Morals > Faith,AA18,Mentioned,Unnamed Customers at Sutpen's Store,Multiracial Group,Multi Gender Group,MultiClass Group,Minor,Alive,,,,,"<p>Shreve describes the people who shop at the ""little crossroads store"" that Sutpen opens after the Civil War as ""a clientele of freed niggers and (what is it? the word? white what? - Yes, trash)"" (147).   As at other country stores in Faulkner's world, there are often ""lounging men"" on the front porch, but here the ""customers and loungers"" are racially mixed: ""rapacious and poverty-stricken whites and negroes"" (149), ""the black and the white"" (227).  After Sutpen's death, when Judith runs the store, the clientele is feminized: ""women and children with pails and baskets"" (152).  (""White trash"" is a demeaning term for poor whites; it is noteworthy that Shreve has not heard it growing up in Canada, but the novel does not explain how he became so familiar with the demeaning term for African Americans that he uses freely throughout his sections in the text.)</p><br />",,,,Unnamed Customers at Sutpen's Store,15388,Group,,,,0,Unnamed Customers at Sutpen&#039;s Store,22520,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16055,230,231,230.03,411.5,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),until daylight came and the granddaughter stopped screaming,"<p>While Wash waits for his granddaughter's delivery, he thinks about how Sutpen's greatness is the answer to all his questions, including the South's defeat in the Civil War.  [SOURCE: Father, Quentin]</p>",0,Bodily > Childbirth | Physical > Screaming | Physical > Waiting,Figures of Speech > Bestial imagery | Figures of Speech > Technological imagery | Typography/Orthography > Italics,Group Mentality > Community collective | Religion > Apotheosis | War > Civil War,,Hierarchical > Landlord-tenant,Morals > Faith,AA18,Mentioned,Unnamed Slaves of Sutpen,Black,Multi Gender Group,Enslaved Black,Minor,Alive,,,,Sutpen Plantation,"<p>As the proprietor of the largest plantation in Yoknapatawpha, Sutpen owned a much larger group of slaves than his original twenty slaves from the Caribbean and the additional several slaves whom the narrator specifically refers to.  The narrative notes, for example, that over the years the ""wild"" Negroes whom Sutpen ""had brought into the country"" mix with other enslaved Negroes - ""the tame which was already there"" (67).  This larger group, however, remains almost entirely invisible in the novel, although the text does note that all of them self-emancipate themselves by ""deserting"" to ""follow the Yankee troops away"" (67).</p><br />",,,,Unnamed Slaves of Sutpen,15667,Group,,,,0,Unnamed Slaves of Sutpen 1,22594,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16055,230,231,230.03,411.5,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),until daylight came and the granddaughter stopped screaming,"<p>While Wash waits for his granddaughter's delivery, he thinks about how Sutpen's greatness is the answer to all his questions, including the South's defeat in the Civil War.  [SOURCE: Father, Quentin]</p>",0,Bodily > Childbirth | Physical > Screaming | Physical > Waiting,Figures of Speech > Bestial imagery | Figures of Speech > Technological imagery | Typography/Orthography > Italics,Group Mentality > Community collective | Religion > Apotheosis | War > Civil War,,Hierarchical > Landlord-tenant,Morals > Faith,AA18,Mentioned,Unnamed Negro Midwife,Black,Female,Free Black,Minor,Alive,,Professional,Midwife,Midwife|Dicey's Cabin,"<p>The midwife who delivers Milly Jones' baby is an ""old negress"" (151).  She lives in a cabin ""three miles"" from the fishing camp (230).  Although she runs away immediately when she overhears Wash killing Sutpen, the authorities find her a week later and it is from her that most of the details of the last scene in Sutpen's life are learned.  (In ""Wash"" she is called ""Dicey."")</p><br />",,,,Unnamed Negro Midwife,15391,Individual,,,,0,Dicey|Negro Midwife,22369,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16055,230,231,230.03,411.5,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),until daylight came and the granddaughter stopped screaming,"<p>While Wash waits for his granddaughter's delivery, he thinks about how Sutpen's greatness is the answer to all his questions, including the South's defeat in the Civil War.  [SOURCE: Father, Quentin]</p>",0,Bodily > Childbirth | Physical > Screaming | Physical > Waiting,Figures of Speech > Bestial imagery | Figures of Speech > Technological imagery | Typography/Orthography > Italics,Group Mentality > Community collective | Religion > Apotheosis | War > Civil War,,Hierarchical > Landlord-tenant,Morals > Faith,AA18,Mentioned,Unnamed Union Soldiers,White,Male,MultiClass Group,Minor,Alive,,Armed Forces,Union Soldiers,,"<p>The Union Army in the novel is an unseen but important force.  When ""Yankee troops"" pass near Yoknapatawpha at some point in the Civil War (66), for example, Coldfield's two Negro servants and ""all of Sutpen's"" slaves ""follow the Yankee troops away"" (67).  On the other hand, the novel is much less interested in the conflict between North and South than in the conflicts within the Old South.</p><br />",,,,Unnamed Union Soldiers,15467,Group,,,,0,Unnamed Union Soldiers 9,20684,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16058,231,233,231.03,415,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),""" - sat there all that day in the little window","<p>Again after Shreve's interruption, Quentin's story resumes, having skipped over the actual killing of Sutpen to describe Wash's reflections on the other side of his disillusionment.  As he imagines the ""men of Sutpen's own kind"" who will be coming for him, the same kind of men who ""led the way"" for the South during the Civil War, he now sees them as symbols of admiration and ""instruments of despair"" (232).  [SOURCE: Father, Quentin]</p>",0,Emotional > Despair | Perceptual > Watching | Verbal > Speculation,"Allusion, Historical > Lee, Robert Edward | Allusion, Literary > Macbeth | Narrative > Gaps","Class > Planter vs farmer | Identity, Cultural > South vs North | War > Civil War",,,Recurring Tropes > Tomorrow and tomorrow,AA18,Mentioned,Mr. Compson,White,Male,Upper Class,Major,Alive,Compson,,,Compson Place,"<p>Quentin's father, referred to throughout the novel simply as ""father,"" is the single most dominant voice in <em>Absalom!</em>.  Although it is unclear which members of the Sutpen family he ever saw himself, he is the source for much of the narrative, including much of what  <em>his</em> father, General Compson, supposedly learned directly from Sutpen.  Both Quentin and Shreve, hundreds of miles away in Massachusetts, note how they each sound ""just like Father"" (147, 210).  As a character, his biography is extremely slight: he is the son of a Confederate general and the father of a young man who goes to Harvard.  The only physical description of him describes the hand in which he holds Bon's letter ""looking almost as dark as a negro's against his linen leg"" (71).  But although he exists almost entirely as a storyteller, as a voice, readers can and should determine his character from the ways in which he himself interprets the characters and events in the Sutpen story.  His representation of Rosa, or of Bon (the character, he admits, who is ""the curious one to me,"" 74), or his account of the trip than Bon and Henry take to New Orleans - all these and the other passages he narrates may tell us at least as much if not more about Mr. Compson as about the other people or the past.  Readers familiar with <em>The Sound and the Fury</em>, in which Mr. Compson first appears and in which ""Father said"" is also a dominant motif, can and should also decide how much that earlier novel helps to understand his treatment of the Sutpen material.</p><br />",,,,"Compson, Mr.",15460,Individual,,,,0,Jason Compson III,18886,General Compson;Quentin Compson's Grandmother,,,CompsonsInAA,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16058,231,233,231.03,415,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),""" - sat there all that day in the little window","<p>Again after Shreve's interruption, Quentin's story resumes, having skipped over the actual killing of Sutpen to describe Wash's reflections on the other side of his disillusionment.  As he imagines the ""men of Sutpen's own kind"" who will be coming for him, the same kind of men who ""led the way"" for the South during the Civil War, he now sees them as symbols of admiration and ""instruments of despair"" (232).  [SOURCE: Father, Quentin]</p>",0,Emotional > Despair | Perceptual > Watching | Verbal > Speculation,"Allusion, Historical > Lee, Robert Edward | Allusion, Literary > Macbeth | Narrative > Gaps","Class > Planter vs farmer | Identity, Cultural > South vs North | War > Civil War",,,Recurring Tropes > Tomorrow and tomorrow,AA18,Mentioned,General Lee,White,Male,Upper Class,Peripheral,Alive,,Armed Forces,Confederate General,,"<p>The ""defeated Commander-in-Chief"" who signed Sutpen's ""citation for valor"" was Robert E. Lee.  For most of the Civil War he was in command of the Army of Northern Virginia, but at the beginning of 1865, the last year of the war, he was appointed General-in-Chief of the Confederate States Army (13). His signature on the ""citation for valor"" that Sutpen brings home from the war impresses even Rosa Coldfield, who otherwise thinks Sutpen is a demon (13).  ""General Lee"" is mentioned by name later in the novel (144).</p><br />",,,,"Lee, General Robert E.",15314,Individual,,,Historical/Real,0,General Robert E. Lee,20431,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16058,231,233,231.03,415,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),""" - sat there all that day in the little window","<p>Again after Shreve's interruption, Quentin's story resumes, having skipped over the actual killing of Sutpen to describe Wash's reflections on the other side of his disillusionment.  As he imagines the ""men of Sutpen's own kind"" who will be coming for him, the same kind of men who ""led the way"" for the South during the Civil War, he now sees them as symbols of admiration and ""instruments of despair"" (232).  [SOURCE: Father, Quentin]</p>",0,Emotional > Despair | Perceptual > Watching | Verbal > Speculation,"Allusion, Historical > Lee, Robert Edward | Allusion, Literary > Macbeth | Narrative > Gaps","Class > Planter vs farmer | Identity, Cultural > South vs North | War > Civil War",,,Recurring Tropes > Tomorrow and tomorrow,AA18,Mentioned,Thomas Sutpen,White,Male,Upper Class,Major,Dead-ghost,Sutpen,Management,"Planter, Confederate Officer",Sutpen Plantation,"<p>At the center of <em>Absalom, Absalom!</em> is the story of Thomas Sutpen, from his childhood in the mountains of western Virginia to his violent death 62 years later in Yoknapatawpha. As one of the county's earliest, and certainly its largest planter, and a Confederate Colonel during the Civil War, he has a lot in common with John Sartoris, the man who represented the Old South's plantation aristocracy in Faulkner's first Yoknapatawpha fiction. At the start of the war, Sartoris and Sutpen work together to raise and lead the Confederate regiment that fights in Robert E. Lee's army. However, just as Sutpen takes Sartoris' place in command of that regiment, so the story of Thomas Sutpen affords a much more searching look than the Sartoris saga at the cultural issues of class, race and slavery - issues that are largely taken for granted in <em>Flags in the Dust</em>. It is a story that is told retrospectively, from almost half a century after his death, one that changes dramatically depending upon who is telling it. To Rosa Coldfield, for example, Sutpen is ""fiend blackguard and devil"" (10), the outsider on whom the defeat of the South can be blamed. Wash Jones sees him at different moments as both the redeemer he worships and the ""instrument"" of his ""despair and grief"" (232). Quentin Compson raises the novel's implicit question when he wonders if it took ""Thomas Sutpen to make all of us"" (210). One part of the story - of the ""innocent"" (178) young Sutpen's ""fall"" into the Old South (180) - he apparently tells himself, though it reaches the reader as it is passed on by Quentin's grandfather to his father, by this father to Quentin, and by Quentin himself to Shreve. As the absent embodiment of the past, Sutpen himself remains both indeterminate and inescapable. Sutpen's design, to revenge himself upon the plantation aristocracy by creating an aristocratic dynasty of his own, fails - tragically, or ironically, or perhaps even justly. But his legacy remains to haunt the characters who inherit his story.</p><br />",Murder,,,"Sutpen, Thomas",15469,Individual,,,,1,Thomas Sutpen,18923,Thomas Sutpen's Mother;Thomas Sutpen's Father,,,SutpensInAA,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16058,231,233,231.03,415,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),""" - sat there all that day in the little window","<p>Again after Shreve's interruption, Quentin's story resumes, having skipped over the actual killing of Sutpen to describe Wash's reflections on the other side of his disillusionment.  As he imagines the ""men of Sutpen's own kind"" who will be coming for him, the same kind of men who ""led the way"" for the South during the Civil War, he now sees them as symbols of admiration and ""instruments of despair"" (232).  [SOURCE: Father, Quentin]</p>",0,Emotional > Despair | Perceptual > Watching | Verbal > Speculation,"Allusion, Historical > Lee, Robert Edward | Allusion, Literary > Macbeth | Narrative > Gaps","Class > Planter vs farmer | Identity, Cultural > South vs North | War > Civil War",,,Recurring Tropes > Tomorrow and tomorrow,AA18,Mentioned,Unnamed Confederate Generals,White,Male,Upper Class,Minor,Alive,,Armed Forces,Confederate Officer,,"<p>Thomas Sutpen is a fictional southern Colonel, but several real Confederate officers are mentioned by name in the novel.  They have their own entries.  This icon represents the larger, anonymous group of men who lead the Confederate Army through the Civil War.  Like so many other characters in the novel, they are seen differently from different points of view.  In Chapter 1, to Rosa Coldfield, who writes ""poems, ode eulogy and epitaph"" to many of them, they are ""a few figures with the shapes of men but with the names and statures of heroes"" (13).  In Chapter 7, Wash Jones thinks of these men who ""set the order and the rule of living"" as both ""symbol of admiration and hope"" and ""instruments of despair and grief"" (232).  And in Chapter 8 they are summed up (by someone, though it's not clear if it's the 3rd-person narrator or Quentin or Shreve or Quentin-and-Shreve) as ""generals who should not have been generals,"" men whose rank was ""conferred on them by an absolute caste system"" rather than any fitness for leadership (276).</p><br />",,,,Unnamed Confederate Generals,15308,Group,,,,0,Unnamed Confederate Generals,22516,,,"has influential social contacts (family, business, political)",,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16058,231,233,231.03,415,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),""" - sat there all that day in the little window","<p>Again after Shreve's interruption, Quentin's story resumes, having skipped over the actual killing of Sutpen to describe Wash's reflections on the other side of his disillusionment.  As he imagines the ""men of Sutpen's own kind"" who will be coming for him, the same kind of men who ""led the way"" for the South during the Civil War, he now sees them as symbols of admiration and ""instruments of despair"" (232).  [SOURCE: Father, Quentin]</p>",0,Emotional > Despair | Perceptual > Watching | Verbal > Speculation,"Allusion, Historical > Lee, Robert Edward | Allusion, Literary > Macbeth | Narrative > Gaps","Class > Planter vs farmer | Identity, Cultural > South vs North | War > Civil War",,,Recurring Tropes > Tomorrow and tomorrow,AA18,Mentioned,Unnamed Members of Posse,White,Male,MultiClass Group,Minor,Alive,,,,,"<p>There apparently are ""a hundred"" men in the posse that encircles Wash Jones at the fishing camp (233).  A group that large probably contains men from several different social classes, but when Wash thinks about the men ""gathering with the horses and dogs and guns,"" he thinks of them as ""men of Sutpen's own kind, who used to eat at his table with him"" and as ""men who had led the way"" in battle, men like Sutpen who ""galloped also in the old days arrogant and proud on the fine horses about the fine plantations"" (232) - i.e. members of Yoknapatawpha's upper class.</p><br />",,,,Unnamed Members of Posse,15387,Group,,,,0,Unnamed Members of Posse 2,21116,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16058,231,233,231.03,415,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),""" - sat there all that day in the little window","<p>Again after Shreve's interruption, Quentin's story resumes, having skipped over the actual killing of Sutpen to describe Wash's reflections on the other side of his disillusionment.  As he imagines the ""men of Sutpen's own kind"" who will be coming for him, the same kind of men who ""led the way"" for the South during the Civil War, he now sees them as symbols of admiration and ""instruments of despair"" (232).  [SOURCE: Father, Quentin]</p>",0,Emotional > Despair | Perceptual > Watching | Verbal > Speculation,"Allusion, Historical > Lee, Robert Edward | Allusion, Literary > Macbeth | Narrative > Gaps","Class > Planter vs farmer | Identity, Cultural > South vs North | War > Civil War",,,Recurring Tropes > Tomorrow and tomorrow,AA18,Mentioned,Unnamed Union Soldiers,White,Male,MultiClass Group,Minor,Alive,,Armed Forces,Union Soldiers,,"<p>The Union Army in the novel is an unseen but important force.  When ""Yankee troops"" pass near Yoknapatawpha at some point in the Civil War (66), for example, Coldfield's two Negro servants and ""all of Sutpen's"" slaves ""follow the Yankee troops away"" (67).  On the other hand, the novel is much less interested in the conflict between North and South than in the conflicts within the Old South.</p><br />",,,,Unnamed Union Soldiers,15467,Group,,,,0,Unnamed Union Soldiers 9,20684,,,,,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,16059,233,233,233.01,420,Told,1869-08-12,1869-08-12,Reconstruction (1866-1889),Then they rode up.  He must have been listening,"<p>When the Sheriff's posse surrounds the fishing camp, Wash gently murders his granddaughter and her new baby, then holding the scythe with which he killed Sutpen, he charges at the men outside.    [SOURCE: Father, Quentin, Major de Spain]</p>",0,Violent > Murder,,,Time of Day > Night,,Animals > Dogs | Animals > Horses | Community > Posse | Death > Corpse | Objects > Scythe | Objects > knife,AA18,Mentioned,Mr. Compson,White,Male,Upper Class,Major,Alive,Compson,,,Compson Place,"<p>Quentin's father, referred to throughout the novel simply as ""father,"" is the single most dominant voice in <em>Absalom!</em>.  Although it is unclear which members of the Sutpen family he ever saw himself, he is the source for much of the narrative, including much of what  <em>his</em> father, General Compson, supposedly learned directly from Sutpen.  Both Quentin and Shreve, hundreds of miles away in Massachusetts, note how they each sound ""just like Father"" (147, 210).  As a character, his biography is extremely slight: he is the son of a Confederate general and the father of a young man who goes to Harvard.  The only physical description of him describes the hand in which he holds Bon's letter ""looking almost as dark as a negro's against his linen leg"" (71).  But although he exists almost entirely as a storyteller, as a voice, readers can and should determine his character from the ways in which he himself interprets the characters and events in the Sutpen story.  His representation of Rosa, or of Bon (the character, he admits, who is ""the curious one to me,"" 74), or his account of the trip than Bon and Henry take to New Orleans - all these and the other passages he narrates may tell us at least as much if not more about Mr. Compson as about the other people or the past.  Readers familiar with <em>The Sound and the Fury</em>, in which Mr. Compson first appears and in which ""Father said"" is also a dominant motif, can and should also decide how much that earlier novel helps to understand his treatment of the Sutpen material.</p><br />",,,,"Compson, Mr.",15460,Individual,,,,0,Jason Compson III,18886,General Compson;Quentin Compson's Grandmother,,,CompsonsInAA,Fishing Camp|Hunting Camp,Faulkner map,768,117,-117,Fishing Camp,Built,Fishing Camp,Site of Event,,,
"Absalom, Absalom!",AA,15934,193,193,193.01,68,Told,1834-06-03 , 1834-08-31,Antebellum (1831-1860),"""That was how he said it.  He and Grandfather","<p>The narrative relocates the story Sutpen is telling Grandfather about his earlier life in the context where he told it: the pursuit of a man - the French architect - running away from captivity.  [SOURCE: Grandfather, Quentin]</p>",0,Hunting > Tracking | Physical > Pursuit,,"Identity, Personal | Slavery > Fugitive",,,Animals > Dogs | Story-telling,AA1116,Mentioned,French Architect,White,Male,Middle Class,Minor,Alive,,Professional,Architect,,"<p>The architect who designs the mansion and grounds at Sutpen's Hundred is identified as ""French,"" but comes (like the slaves who build the house) from the French Caribbean: ""all the way from Martinique"" (26).  The first time he is mentioned, Miss Rosa's description anticipates the story by six chapters: ""that French architect who looked like he had been hunted down and caught in turn by the negroes"" - i.e. by the slaves whom, like the architect, are brought to Yoknapatawpha by Sutpen (10).  The 3rd person narrator describes him as ""a small, alertly resigned man with a grim, harried Latin face"" (26).  Even while living in the mud out of which he creates Sutpen's house, he wears his elegant clothing: ""his embroidered vest and Fauntleroy tie and a hat like a Baptist congressman"" (177).</p><br />",,,,Unnamed French Architect,15309,Individual,,,,0,Unnamed French Architect,20734,,,,,Downed Log in Woods,"Context (text, as interpreted)",1285,209,-209,Architect's Track,Continuous,Woods|Wilderness,Site of Event,,,
"Absalom, Absalom!",AA,15942,196,197,196.02,70,Told,1834-06-03 , 1834-08-31,Antebellum (1831-1860),"""Then the other guests began to ride up, and","<p>Sutpen stops telling his story as the other ""guests"" and his slaves come into camp by the tree where the dogs lost the trail of the architect; Grandfather speculates about whether Sutpen is reliving the voyage to the West Indies in his mind (196).  [SOURCE: Grandfather, Quentin]</p>",0,"Bodily > Drinking | Bodily > Smoking | Interaction, Social > Camaraderie",,Alcohol | Slavery > Fugitive,,,Animals > Dogs | Memory > Remembering | Objects > Books,AA1116,Mentioned,French Architect,White,Male,Middle Class,Minor,Alive,,Professional,Architect,,"<p>The architect who designs the mansion and grounds at Sutpen's Hundred is identified as ""French,"" but comes (like the slaves who build the house) from the French Caribbean: ""all the way from Martinique"" (26).  The first time he is mentioned, Miss Rosa's description anticipates the story by six chapters: ""that French architect who looked like he had been hunted down and caught in turn by the negroes"" - i.e. by the slaves whom, like the architect, are brought to Yoknapatawpha by Sutpen (10).  The 3rd person narrator describes him as ""a small, alertly resigned man with a grim, harried Latin face"" (26).  Even while living in the mud out of which he creates Sutpen's house, he wears his elegant clothing: ""his embroidered vest and Fauntleroy tie and a hat like a Baptist congressman"" (177).</p><br />",,,,Unnamed French Architect,15309,Individual,,,,0,Unnamed French Architect,20734,,,,,Downed Log in Woods,"Context (text, as interpreted)",1285,209,-209,Architect's Track,Continuous,Woods|Wilderness,Site of Event,,,
"Absalom, Absalom!",AA,15942,196,197,196.02,70,Told,1834-06-03 , 1834-08-31,Antebellum (1831-1860),"""Then the other guests began to ride up, and","<p>Sutpen stops telling his story as the other ""guests"" and his slaves come into camp by the tree where the dogs lost the trail of the architect; Grandfather speculates about whether Sutpen is reliving the voyage to the West Indies in his mind (196).  [SOURCE: Grandfather, Quentin]</p>",0,"Bodily > Drinking | Bodily > Smoking | Interaction, Social > Camaraderie",,Alcohol | Slavery > Fugitive,,,Animals > Dogs | Memory > Remembering | Objects > Books,AA1116,Mentioned,Unnamed Sailors,White,Male,Lower Class,Minor,Alive,,Transportation,Seaman,,"<p>The ""men who said the ship [Sutpen sails on] was going to the West Indies"" (197) may not have been sailors or shipmates, but the inference seems justified by the narrative fact that Sutpen ""learns to be a sailor"" to get himself to the Caribbean (200).</p><br />",,,,Unnamed Sailors,15396,Group,,,,0,Unnamed Sailors,22588,,,,,Downed Log in Woods,"Context (text, as interpreted)",1285,209,-209,Architect's Track,Continuous,Woods|Wilderness,Site of Event,,,
